,Год приёмной компании,Пол,Ср. балл док-та об образовании,Вид приема,Приоритет,Направление подготовки,Сумма баллов,Сумма баллов за индивидуальные достижения,Приказ о зачислении
87615,2021,Ж,4.95,Общий конкурс,1,21.03.01 Нефтегазовое дело,270,10,0
87616,2021,Ж,4.95,Общий конкурс,7,21.05.01 Прикладная геодезия,270,10,0
87617,2021,Ж,4.95,Общий конкурс,6,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",270,10,1
87618,2021,М,4.095,По договору,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",252,0,0
87619,2021,М,3.882,Общий конкурс,3,13.03.02 Электроэнергетика и электротехника,236,0,0
87620,2021,М,3.882,Общий конкурс,5,18.03.00 Химические технологии,236,0,0
87621,2021,М,3.882,Общий конкурс,2,13.03.01 Теплоэнергетика и теплотехника,236,0,0
87622,2021,М,3.882,Общий конкурс,6,12.03.04 Биотехнические системы и технологии,236,0,0
87623,2021,М,3.882,Общий конкурс,8,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",236,0,0
87624,2021,М,3.882,Общий конкурс,7,21.03.01 Нефтегазовое дело,236,0,0
87625,2021,М,3.882,Общий конкурс,1,20.03.01 Техносферная безопасность,236,0,0
87626,2021,М,3.882,Общий конкурс,4,15.03.06 Мехатроника и робототехника,236,0,0
87627,2021,Ж,5,Общий конкурс,5,27.03.00 Управление в технических системах,248,10,1
87628,2021,Ж,5,Общий конкурс,8,27.03.04 Управление в технических системах,248,10,0
87629,2021,Ж,5,По договору,9,27.03.04 Управление в технических системах,248,10,0
87630,2021,Ж,5,Общий конкурс,4,27.03.03 Системный анализ и управление,248,10,0
87631,2021,Ж,5,Общий конкурс,2,08.03.01 Строительство,248,10,0
87632,2021,Ж,5,Общий конкурс,7,08.05.00 Техника и технологии строительства,248,10,0
87633,2021,Ж,5,Общий конкурс,3,21.03.01 Нефтегазовое дело,248,10,0
87634,2021,Ж,5,Общий конкурс,1,23.03.01 Технология транспортных процессов,248,10,0
87635,2021,Ж,5,Общий конкурс,6,21.03.02 Землеустройство и кадастры,248,10,0
87636,2021,М,4.565,Общий конкурс,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",276,0,1
87637,2021,М,4.565,Общий конкурс,3,05.03.01 Геология,276,0,0
87638,2021,М,4.565,Общий конкурс,2,15.03.04 Автоматизация технологических процессов и производств,276,0,0
87639,2021,М,4.625,По договору,4,02.03.01 Математика и компьютерные науки,219,0,0
87640,2021,М,4.625,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,219,0,0
87641,2021,М,4.625,По договору,5,09.03.00 Информатика и вычислительная техника,219,0,0
87642,2021,М,4.625,Общий конкурс,3,09.03.02 Информационные системы и технологии,219,0,0
87643,2021,М,4.625,Общий конкурс,1,01.03.02 Прикладная математика и информатика,219,0,1
87644,2021,Ж,5,Общий конкурс,1,43.03.00 Сервис и туризм,259,10,0
87645,2021,М,4.467,Общий конкурс,1,21.03.01 Нефтегазовое дело,243,0,0
87646,2021,М,4.067,Общий конкурс,2,21.03.01 Нефтегазовое дело,171,2,1
87647,2021,М,4.067,По договору,1,21.03.01 Нефтегазовое дело,171,2,0
87648,2021,М,4.042,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,0,0,0
87649,2021,М,4.042,По договору,2,13.03.02 Электроэнергетика и электротехника,0,0,0
87650,2021,М,4.137,По договору,1,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,208,0,0
87651,2021,Ж,5,Общий конкурс,4,13.03.01 Теплоэнергетика и теплотехника,202,10,0
87652,2021,Ж,5,По договору,5,08.03.01 Строительство,202,10,0
87653,2021,Ж,5,Общий конкурс,1,08.03.01 Строительство,202,10,1
87654,2021,Ж,5,По договору,8,21.03.02 Землеустройство и кадастры,202,10,0
87655,2021,Ж,5,Общий конкурс,2,21.03.02 Землеустройство и кадастры,202,10,0
87656,2021,Ж,5,По договору,7,20.03.01 Техносферная безопасность,202,10,0
87657,2021,Ж,5,Общий конкурс,3,20.03.01 Техносферная безопасность,202,10,0
87658,2021,Ж,5,По договору,6,13.03.01 Теплоэнергетика и теплотехника,202,10,0
87659,2021,Ж,4.286,"В рамках квоты лиц, имеющих особые права",1,08.03.01 Строительство,175,0,0
87660,2021,Ж,4.286,Общий конкурс,2,08.03.01 Строительство,175,0,0
87661,2021,М,4.067,Общий конкурс,1,01.03.02 Прикладная математика и информатика,218,0,0
87662,2021,М,4.067,По договору,8,15.03.04 Автоматизация технологических процессов и производств,218,0,0
87663,2021,М,4.067,Общий конкурс,7,27.03.04 Управление в технических системах,218,0,0
87664,2021,М,4.067,Общий конкурс,6,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",218,0,0
87665,2021,М,4.067,Общий конкурс,5,15.03.06 Мехатроника и робототехника,218,0,0
87666,2021,М,4.067,Общий конкурс,4,15.03.04 Автоматизация технологических процессов и производств,218,0,0
87667,2021,М,4.067,Общий конкурс,3,13.03.02 Электроэнергетика и электротехника,218,0,0
87668,2021,М,4.067,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,218,0,0
87669,2021,Ж,5,Общий конкурс,1,01.03.02 Прикладная математика и информатика,208,0,0
87670,2021,Ж,5,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,208,0,0
87671,2021,М,3.188,По договору,1,21.03.01 Нефтегазовое дело,0,0,0
87672,2021,Ж,4.418,По договору,2,21.05.06 Нефтегазовые техника и технологии,192,0,0
87673,2021,Ж,4.418,По договору,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",192,0,0
87674,2021,Ж,5,Общий конкурс,6,13.03.02 Электроэнергетика и электротехника,225,10,0
87675,2021,Ж,5,Общий конкурс,1,05.03.01 Геология,225,10,0
87676,2021,Ж,5,Общий конкурс,5,08.03.01 Строительство,225,10,0
87677,2021,Ж,5,Общий конкурс,4,15.03.04 Автоматизация технологических процессов и производств,225,10,0
87678,2021,Ж,5,Общий конкурс,2,21.03.01 Нефтегазовое дело,225,10,0
87679,2021,Ж,5,Общий конкурс,3,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",225,10,0
87680,2021,Ж,5,Общий конкурс,7,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",225,10,0
87681,2021,Ж,5,Общий конкурс,2,05.03.01 Геология,,,0
87682,2021,Ж,5,Общий конкурс,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",,,0
87683,2021,М,4.9,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,230,10,0
87684,2021,М,4.9,Общий конкурс,1,15.03.04 Автоматизация технологических процессов и производств,230,10,1
87685,2021,М,3.378,По договору,1,15.03.04 Автоматизация технологических процессов и производств,0,0,0
87686,2021,М,3.378,По договору,2,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",0,0,0
87687,2021,М,4.533,Общий конкурс,7,27.03.04 Управление в технических системах,228,0,0
87688,2021,М,4.533,Общий конкурс,1,21.03.01 Нефтегазовое дело,228,0,0
87689,2021,М,4.533,Общий конкурс,8,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",228,0,0
87690,2021,М,4.533,Общий конкурс,9,12.03.01 Приборостроение,228,0,0
87691,2021,М,4.533,Общий конкурс,3,13.03.01 Теплоэнергетика и теплотехника,228,0,0
87692,2021,М,4.533,Общий конкурс,4,13.03.02 Электроэнергетика и электротехника,228,0,0
87693,2021,М,4.533,Общий конкурс,5,15.03.01 Машиностроение,228,0,0
87694,2021,М,4.533,Общий конкурс,6,15.03.04 Автоматизация технологических процессов и производств,228,0,0
87695,2021,М,4.533,Общий конкурс,2,15.03.06 Мехатроника и робототехника,228,0,0
87696,2021,М,4,По договору,4,08.05.00 Техника и технологии строительства,184,0,0
87697,2021,М,4,Общий конкурс,2,20.03.01 Техносферная безопасность,184,0,1
87698,2021,М,4,Общий конкурс,3,21.03.01 Нефтегазовое дело,184,0,0
87699,2021,М,4,По договору,5,20.03.01 Техносферная безопасность,184,0,0
87700,2021,М,4,По договору,6,21.03.01 Нефтегазовое дело,184,0,0
87701,2021,М,4,Общий конкурс,1,08.05.00 Техника и технологии строительства,184,0,0
87702,2021,Ж,4.385,Общий конкурс,5,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",218,0,0
87703,2021,Ж,4.385,Общий конкурс,4,13.03.01 Теплоэнергетика и теплотехника,218,0,0
87704,2021,Ж,4.385,Общий конкурс,2,08.05.00 Техника и технологии строительства,218,0,0
87705,2021,Ж,4.385,Общий конкурс,1,08.03.01 Строительство,218,0,1
87706,2021,Ж,4.385,По договору,6,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",218,0,0
87707,2021,Ж,4.385,Общий конкурс,3,20.03.01 Техносферная безопасность,218,0,0
87708,2021,М,4.533,Общий конкурс,2,15.03.04 Автоматизация технологических процессов и производств,198,2,0
87709,2021,М,4.533,Общий конкурс,1,21.03.01 Нефтегазовое дело,198,2,0
87710,2021,М,4.946,Общий конкурс,1,21.03.01 Нефтегазовое дело,310,10,1
87711,2021,М,3.727,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,272,0,1
87712,2021,М,3.727,По договору,3,08.05.00 Техника и технологии строительства,272,0,0
87713,2021,М,3.727,Общий конкурс,2,08.05.00 Техника и технологии строительства,272,0,0
87714,2021,Ж,5,По договору,3,18.03.01 Химическая технология,198,10,0
87715,2021,Ж,5,Общий конкурс,2,18.03.00 Химические технологии,198,10,0
87716,2021,Ж,5,Общий конкурс,1,28.03.03 Наноматериалы,198,10,0
87717,2021,Ж,4,По договору,9,02.03.01 Математика и компьютерные науки,150,0,0
87718,2021,Ж,4,Общий конкурс,8,01.03.02 Прикладная математика и информатика,150,0,0
87719,2021,Ж,4,Общий конкурс,7,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",150,0,0
87720,2021,Ж,4,По договору,6,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",150,0,0
87721,2021,Ж,4,Общий конкурс,10,15.03.06 Мехатроника и робототехника,150,0,0
87722,2021,Ж,4,По договору,5,15.03.06 Мехатроника и робототехника,150,0,0
87723,2021,Ж,4,По договору,3,09.03.00 Информатика и вычислительная техника,150,0,0
87724,2021,Ж,4,Общий конкурс,4,09.03.00 Информатика и вычислительная техника,150,0,0
87725,2021,Ж,4,По договору,2,05.03.01 Геология,150,0,0
87726,2021,Ж,4,Общий конкурс,1,05.03.01 Геология,150,0,0
87727,2021,Ж,4.288,По договору,7,12.03.04 Биотехнические системы и технологии,0,0,0
87728,2021,Ж,4.288,По договору,11,45.03.04 Интеллектуальные системы в гуманитарной сфере,0,0,0
87729,2021,Ж,4.288,По договору,10,38.03.06 Торговое дело,0,0,0
87730,2021,Ж,4.288,По договору,13,27.03.04 Управление в технических системах,0,0,0
87731,2021,Ж,4.288,Общий конкурс,6,27.03.04 Управление в технических системах,0,0,0
87732,2021,Ж,4.288,По договору,12,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",0,0,0
87733,2021,Ж,4.288,Общий конкурс,5,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",0,0,0
87734,2021,Ж,4.288,По договору,9,15.03.04 Автоматизация технологических процессов и производств,0,0,0
87735,2021,Ж,4.288,Общий конкурс,3,15.03.04 Автоматизация технологических процессов и производств,0,0,0
87736,2021,Ж,4.288,Общий конкурс,1,12.03.04 Биотехнические системы и технологии,0,0,0
87737,2021,Ж,4.288,По договору,8,09.03.00 Информатика и вычислительная техника,0,0,0
87738,2021,Ж,4.288,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,0,0,0
87739,2021,Ж,4.288,Общий конкурс,4,01.03.02 Прикладная математика и информатика,0,0,0
87740,2021,Ж,4.733,По договору,4,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",242,0,0
87741,2021,Ж,4.733,По договору,3,05.03.01 Геология,242,0,0
87742,2021,Ж,4.733,Общий конкурс,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",242,0,1
87743,2021,Ж,4.733,Общий конкурс,2,05.03.01 Геология,242,0,0
87744,2021,М,4.842,По договору,2,13.03.02 Электроэнергетика и электротехника,215,5,0
87745,2021,М,4.842,Общий конкурс,14,15.03.04 Автоматизация технологических процессов и производств,215,5,0
87746,2021,М,4.842,По договору,15,15.03.04 Автоматизация технологических процессов и производств,215,5,0
87747,2021,М,4.842,Общий конкурс,9,18.03.00 Химические технологии,201,5,1
87748,2021,М,4.842,По договору,13,18.03.00 Химические технологии,201,5,0
87749,2021,М,4.842,Общий конкурс,11,20.03.01 Техносферная безопасность,215,5,0
87750,2021,М,4.842,По договору,12,20.03.01 Техносферная безопасность,215,5,0
87751,2021,М,4.842,Общий конкурс,8,21.03.01 Нефтегазовое дело,215,5,0
87752,2021,М,4.842,По договору,7,21.03.01 Нефтегазовое дело,215,5,0
87753,2021,М,4.842,Общий конкурс,5,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",215,5,0
87754,2021,М,4.842,По договору,4,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",215,5,0
87755,2021,М,4.842,По договору,6,38.03.05 Бизнес-информатика,215,5,0
87756,2021,М,4.842,Общий конкурс,3,28.03.03 Наноматериалы,201,5,0
87757,2021,М,4.842,По договору,10,28.03.03 Наноматериалы,201,5,0
87758,2021,М,4.842,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,215,5,0
87759,2021,М,4.455,Общий конкурс,3,09.03.02 Информационные системы и технологии,223,0,0
87760,2021,М,4.455,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,223,0,0
87761,2021,М,4.455,По договору,1,02.03.01 Математика и компьютерные науки,223,0,0
87762,2021,М,4.455,Общий конкурс,4,01.03.02 Прикладная математика и информатика,223,0,0
87763,2021,М,4.455,Общий конкурс,5,20.03.01 Техносферная безопасность,223,0,0
87764,2021,М,4.455,Общий конкурс,6,21.03.01 Нефтегазовое дело,223,0,0
87765,2021,М,3.953,По договору,1,27.03.04 Управление в технических системах,228,0,0
87766,2021,М,3.953,По договору,4,15.03.04 Автоматизация технологических процессов и производств,228,0,0
87767,2021,М,3.953,По договору,5,09.03.01 Информатика и вычислительная техника,228,0,0
87768,2021,М,3.953,По договору,3,15.03.04 Автоматизация технологических процессов и производств,228,0,0
87769,2021,М,3.953,По договору,2,27.03.04 Управление в технических системах,228,0,0
87770,2021,Ж,4.357,Общий конкурс,2,05.03.01 Геология,228,0,0
87771,2021,Ж,4.357,Общий конкурс,3,21.03.01 Нефтегазовое дело,228,0,0
87772,2021,Ж,4.357,Общий конкурс,5,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",228,0,0
87773,2021,Ж,4.357,Общий конкурс,6,13.03.02 Электроэнергетика и электротехника,228,0,0
87774,2021,Ж,4.357,Общий конкурс,8,09.03.00 Информатика и вычислительная техника,228,0,0
87775,2021,Ж,4.357,Общий конкурс,7,08.03.01 Строительство,228,0,0
87776,2021,Ж,4.357,Общий конкурс,1,21.03.01 Нефтегазовое дело,228,0,1
87777,2021,Ж,4.357,Общий конкурс,4,21.05.01 Прикладная геодезия,228,0,0
87778,2021,Ж,4.294,По договору,6,08.03.01 Строительство,194,0,0
87779,2021,Ж,4.294,Общий конкурс,4,21.03.02 Землеустройство и кадастры,194,0,0
87780,2021,Ж,4.294,По договору,1,08.05.00 Техника и технологии строительства,194,0,0
87781,2021,Ж,4.294,Общий конкурс,5,08.03.01 Строительство,194,0,0
87782,2021,Ж,4.294,По договору,3,21.03.02 Землеустройство и кадастры,194,0,0
87783,2021,Ж,4.294,Общий конкурс,2,08.05.00 Техника и технологии строительства,194,0,0
87784,2021,М,4.313,Общий конкурс,3,21.03.01 Нефтегазовое дело,163,2,0
87785,2021,М,4.313,Общий конкурс,7,08.03.01 Строительство,163,2,0
87786,2021,М,4.313,Общий конкурс,4,21.03.01 Нефтегазовое дело,163,2,0
87787,2021,М,4.313,Общий конкурс,2,21.03.02 Землеустройство и кадастры,163,2,0
87788,2021,М,4.313,Общий конкурс,5,21.03.01 Нефтегазовое дело,163,2,0
87789,2021,М,4.313,Общий конкурс,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",163,2,0
87790,2021,М,4.313,Общий конкурс,6,08.05.00 Техника и технологии строительства,163,2,0
87791,2021,М,3.533,По договору,14,22.03.01 Материаловедение и технологии материалов,156,2,0
87792,2021,М,3.533,Общий конкурс,7,22.03.01 Материаловедение и технологии материалов,156,2,0
87793,2021,М,3.533,По договору,12,21.03.01 Нефтегазовое дело,156,2,0
87794,2021,М,3.533,Общий конкурс,5,21.03.01 Нефтегазовое дело,156,2,0
87795,2021,М,3.533,По договору,13,13.03.02 Электроэнергетика и электротехника,156,2,0
87796,2021,М,3.533,Общий конкурс,6,13.03.02 Электроэнергетика и электротехника,156,2,0
87797,2021,М,3.533,По договору,11,09.03.00 Информатика и вычислительная техника,156,2,0
87798,2021,М,3.533,Общий конкурс,4,09.03.00 Информатика и вычислительная техника,156,2,0
87799,2021,М,3.533,По договору,9,08.05.00 Техника и технологии строительства,156,2,0
87800,2021,М,3.533,Общий конкурс,2,08.05.00 Техника и технологии строительства,156,2,0
87801,2021,М,3.533,По договору,8,08.03.01 Строительство,156,2,0
87802,2021,М,3.533,Общий конкурс,1,08.03.01 Строительство,156,2,1
87803,2021,М,3.533,По договору,10,05.03.01 Геология,156,2,0
87804,2021,М,3.533,Общий конкурс,3,05.03.01 Геология,156,2,0
87805,2021,М,4.2,Общий конкурс,3,05.03.01 Геология,197,0,0
87806,2021,М,4.2,Общий конкурс,4,09.03.02 Информационные системы и технологии,197,0,0
87807,2021,М,4.2,По договору,13,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",197,0,0
87808,2021,М,4.2,Общий конкурс,2,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",197,0,0
87809,2021,М,4.2,По договору,12,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",197,0,0
87810,2021,М,4.2,Общий конкурс,7,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",197,0,0
87811,2021,М,4.2,По договору,11,21.03.01 Нефтегазовое дело,197,0,0
87812,2021,М,4.2,Общий конкурс,6,21.03.01 Нефтегазовое дело,197,0,0
87813,2021,М,4.2,По договору,10,15.03.04 Автоматизация технологических процессов и производств,197,0,0
87814,2021,М,4.2,Общий конкурс,5,15.03.04 Автоматизация технологических процессов и производств,197,0,0
87815,2021,М,4.2,По договору,9,08.03.01 Строительство,197,0,0
87816,2021,М,4.2,Общий конкурс,1,08.03.01 Строительство,197,0,1
87817,2021,М,4.2,По договору,8,05.03.01 Геология,197,0,0
87818,2021,М,4.5,Общий конкурс,3,27.03.03 Системный анализ и управление,229,2,0
87819,2021,М,4.5,Общий конкурс,1,01.03.02 Прикладная математика и информатика,229,2,0
87820,2021,М,4.5,Общий конкурс,4,09.03.00 Информатика и вычислительная техника,229,2,0
87821,2021,М,4.5,По договору,5,27.03.03 Системный анализ и управление,229,2,0
87822,2021,М,4.5,Общий конкурс,2,09.03.02 Информационные системы и технологии,229,2,0
87823,2021,М,4.643,Общий конкурс,4,13.03.02 Электроэнергетика и электротехника,192,0,0
87824,2021,М,4.643,Общий конкурс,5,13.03.02 Электроэнергетика и электротехника,192,0,0
87825,2021,М,4.643,Общий конкурс,3,09.03.02 Информационные системы и технологии,192,0,0
87826,2021,М,4.643,Общий конкурс,6,13.03.01 Теплоэнергетика и теплотехника,192,0,0
87827,2021,М,4.643,Общий конкурс,2,08.05.00 Техника и технологии строительства,192,0,0
87828,2021,М,4.643,Общий конкурс,1,08.03.01 Строительство,192,0,1
87829,2021,М,4.241,По договору,1,21.03.01 Нефтегазовое дело,188,0,0
87830,2021,М,4.412,Общий конкурс,7,15.03.04 Автоматизация технологических процессов и производств,226,0,0
87831,2021,М,4.412,Общий конкурс,3,09.03.02 Информационные системы и технологии,226,0,0
87832,2021,М,4.412,Общий конкурс,5,27.03.03 Системный анализ и управление,226,0,0
87833,2021,М,4.412,Общий конкурс,6,27.03.04 Управление в технических системах,226,0,0
87834,2021,М,4.412,Общий конкурс,8,23.03.01 Технология транспортных процессов,226,0,0
87835,2021,М,4.412,Общий конкурс,4,21.03.01 Нефтегазовое дело,226,0,0
87836,2021,М,4.412,Общий конкурс,1,09.03.00 Информатика и вычислительная техника,226,0,0
87837,2021,М,4.412,Общий конкурс,2,01.03.02 Прикладная математика и информатика,226,0,0
87838,2021,М,4.412,Общий конкурс,3,09.03.02 Информационные системы и технологии,,,0
87839,2021,М,4.412,Общий конкурс,5,27.03.03 Системный анализ и управление,,,0
87840,2021,М,4.412,Общий конкурс,6,27.03.04 Управление в технических системах,,,0
87841,2021,М,4.412,Общий конкурс,9,23.03.01 Технология транспортных процессов,,,0
87842,2021,М,4.412,Общий конкурс,4,21.03.01 Нефтегазовое дело,,,0
87843,2021,М,4.412,Общий конкурс,8,20.03.01 Техносферная безопасность,226,0,0
87844,2021,М,4.412,Общий конкурс,7,15.03.04 Автоматизация технологических процессов и производств,,,0
87845,2021,М,4.412,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,,,0
87846,2021,М,4.412,Общий конкурс,1,01.03.02 Прикладная математика и информатика,,,0
87847,2021,М,3.643,Общий конкурс,2,09.03.02 Информационные системы и технологии,173,0,0
87848,2021,М,3.643,По договору,3,15.03.01 Машиностроение,173,0,0
87849,2021,М,3.643,Общий конкурс,1,15.03.01 Машиностроение,173,0,0
87850,2021,М,3.588,Общий конкурс,5,27.03.04 Управление в технических системах,210,0,1
87851,2021,М,3.588,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,210,0,0
87852,2021,М,3.588,Общий конкурс,1,01.03.02 Прикладная математика и информатика,210,0,0
87853,2021,М,3.588,Общий конкурс,4,27.03.03 Системный анализ и управление,210,0,0
87854,2021,М,3.588,Общий конкурс,3,09.03.02 Информационные системы и технологии,210,0,0
87855,2021,М,3.912,По договору,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",60,0,0
87856,2021,М,5,Общий конкурс,9,28.03.03 Наноматериалы,285,10,0
87857,2021,М,5,Общий конкурс,2,27.03.03 Системный анализ и управление,285,10,0
87858,2021,М,5,Общий конкурс,4,20.03.01 Техносферная безопасность,285,10,0
87859,2021,М,5,Общий конкурс,5,18.03.00 Химические технологии,285,10,0
87860,2021,М,5,Общий конкурс,8,15.03.04 Автоматизация технологических процессов и производств,285,10,0
87861,2021,М,5,Общий конкурс,7,13.03.02 Электроэнергетика и электротехника,285,10,0
87862,2021,М,5,Общий конкурс,3,12.03.01 Приборостроение,285,10,0
87863,2021,М,5,Общий конкурс,6,01.03.02 Прикладная математика и информатика,285,10,0
87864,2021,М,5,Общий конкурс,1,21.03.01 Нефтегазовое дело,285,10,0
87865,2021,М,4.132,По договору,1,21.05.06 Нефтегазовые техника и технологии,160,0,0
87866,2021,Ж,5,Общий конкурс,2,28.03.03 Наноматериалы,243,10,0
87867,2021,Ж,5,Общий конкурс,1,18.03.00 Химические технологии,243,10,0
87868,2021,Ж,4.842,По договору,2,08.03.01 Строительство,214,0,0
87869,2021,Ж,4.842,Общий конкурс,1,08.03.01 Строительство,214,0,1
87870,2021,Ж,4.143,По договору,2,18.03.00 Химические технологии,156,0,0
87871,2021,Ж,4.143,Общий конкурс,1,18.03.00 Химические технологии,0,0,0
87872,2021,М,4.333,По договору,2,09.03.00 Информатика и вычислительная техника,228,2,0
87873,2021,М,4.333,Общий конкурс,3,01.03.02 Прикладная математика и информатика,228,2,0
87874,2021,М,4.333,Общий конкурс,1,09.03.00 Информатика и вычислительная техника,228,2,0
87875,2021,М,4.222,Общий конкурс,2,09.03.00 Информатика и вычислительная техника,215,0,0
87876,2021,М,4.222,Общий конкурс,5,20.03.01 Техносферная безопасность,215,0,0
87877,2021,М,4.222,Общий конкурс,4,21.03.01 Нефтегазовое дело,215,0,0
87878,2021,М,4.222,Общий конкурс,3,15.03.04 Автоматизация технологических процессов и производств,215,0,0
87879,2021,М,4.222,Общий конкурс,1,08.03.01 Строительство,215,0,0
87880,2021,М,4.563,Общий конкурс,1,08.03.01 Строительство,208,0,1
87881,2021,М,4.563,По договору,2,27.03.00 Управление в технических системах,208,0,0
87882,2021,М,4.563,Общий конкурс,6,27.03.00 Управление в технических системах,208,0,0
87883,2021,М,4.563,По договору,3,08.03.01 Строительство,208,0,0
87884,2021,М,4.563,Общий конкурс,5,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",208,0,0
87885,2021,М,4.563,По договору,4,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",208,0,0
87886,2021,М,5,Общий конкурс,3,05.03.01 Геология,281,10,0
87887,2021,М,5,Общий конкурс,5,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",281,10,0
87888,2021,М,5,Общий конкурс,1,"21.05.00 Прикладная геология, горное дело, нефтегазовое дело и геодезия",281,10,0
87889,2021,М,5,Общий конкурс,6,21.03.01 Нефтегазовое дело,281,10,0
87890,2021,М,5,Общий конкурс,4,15.03.04 Автоматизация технологических процессов и производств,281,10,0
87891,2021,М,5,Общий конкурс,2,13.03.02 Электроэнергетика и электротехника,281,10,0
87892,2021,М,4,Общий конкурс,1,13.03.02 Электроэнергетика и электротехника,280,0,1
87893,2021,М,4,По договору,6,08.03.01 Строительство,280,0,0
87894,2021,М,4,Общий конкурс,4,08.03.01 Строительство,280,0,0
87895,2021,М,4,Общий конкурс,3,15.03.01 Машиностроение,280,0,0
87896,2021,М,4,По договору,5,13.03.02 Электроэнергетика и электротехника,280,0,0
87897,2021,М,4,Общий конкурс,2,12.03.01 Приборостроение,280,0,0
87899,2021,М,3.827,По договору,1,21.03.01 Нефтегазовое дело,88,0,0
87900,2021,Ж,4.563,По договору,6,37.03.02 Конфликтология,134,0,0
87901,2021,Ж,4.563,По договору,5,38.03.06 Торговое дело,142,0,0
87902,2021,Ж,4.563,По договору,7,41.03.06 Публичная политика и социальные науки,134,0,0
87903,2021,Ж,4.563,Общий конкурс,1,43.03.00 Сервис и туризм,142,0,0
87904,2021,Ж,4.563,По договору,2,42.03.01 Реклама и связи с общественностью,134,0,0
87905,2021,Ж,4.563,По договору,4,38.03.06 Торговое дело,142,0,0
87906,2021,Ж,4.563,По договору,3,38.03.05 Бизнес-информатика,142,0,0
87907,2021,Ж,4.5,По договору,1,42.03.01 Реклама и связи с общественностью,140,0,0
87908,2021,Ж,4.5,По договору,2,42.03.01 Реклама и связи с общественностью,140,0,0
87909,2021,М,3.857,Общий конкурс,8,08.05.00 Техника и технологии строительства,172,0,0
87910,2021,М,3.857,По договору,9,15.03.06 Мехатроника и робототехника,172,0,0
87911,2021,М,3.857,Общий конкурс,2,15.03.06 Мехатроника и робототехника,172,0,0
87912,2021,М,3.857,Общий конкурс,5,09.03.02 Информационные системы и технологии,172,0,0
87913,2021,М,3.857,По договору,14,15.03.01 Машиностроение,172,0,0
87914,2021,М,3.857,Общий конкурс,7,15.03.01 Машиностроение,172,0,0
87915,2021,М,3.857,По договору,10,12.03.04 Биотехнические системы и технологии,172,0,0
87916,2021,М,3.857,Общий конкурс,3,12.03.04 Биотехнические системы и технологии,172,0,0
87917,2021,М,3.857,По договору,11,09.03.00 Информатика и вычислительная техника,172,0,0
87918,2021,М,3.857,Общий конкурс,4,09.03.00 Информатика и вычислительная техника,172,0,0
87919,2021,М,3.857,По договору,15,08.05.00 Техника и технологии строительства,172,0,0
87920,2021,М,3.857,По договору,13,27.03.04 Управление в технических системах,172,0,0
